image_id,dataset,case_name,domain,source_family,physical_group,category,delta_iou,baseline_iou,frangi_iou,historical_train_group,historical_validation_group
khanhha_original::Volker_DSC01670_3_833_1821_1836.jpg,khanhha_original,Volker_DSC01670_3_833_1821_1836.jpg,khanhha,Volker,khanhha::Volker_DSC01670,neutral,0.0014620562859277708,0.6340735434574976,0.6355355997434253,True,True
khanhha_original::Volker_DSC01670_678_871_1022_989.jpg,khanhha_original,Volker_DSC01670_678_871_1022_989.jpg,khanhha,Volker,khanhha::Volker_DSC01670,degraded,-0.01796373364661974,0.7685485615401254,0.7505848278935057,True,True
khanhha_original::Volker_DSC01671_63_417_1630_2053.jpg,khanhha_original,Volker_DSC01671_63_417_1630_2053.jpg,khanhha,Volker,khanhha::Volker_DSC01671,degraded,-0.0129221541432617,0.632956152758133,0.6200339986148713,True,True
khanhha_original::Volker_DSC01672_140_255_1259_1633.jpg,khanhha_original,Volker_DSC01672_140_255_1259_1633.jpg,khanhha,Volker,khanhha::Volker_DSC01672,neutral,0.004226779417144666,0.7074309978768577,0.7116577772940024,True,False
khanhha_original::Volker_DSC01672_236_664_1240_1592.jpg,khanhha_original,Volker_DSC01672_236_664_1240_1592.jpg,khanhha,Volker,khanhha::Volker_DSC01672,neutral,-0.0005307240078756825,0.7399432087079981,0.7394124847001224,True,False
khanhha_original::Volker_DSC01672_39_1294_1098_1354.jpg,khanhha_original,Volker_DSC01672_39_1294_1098_1354.jpg,khanhha,Volker,khanhha::Volker_DSC01672,neutral,-0.009237321206264859,0.763704911351131,0.7544675901448662,True,False
khanhha_original::Volker_DSC01673_0_0_1824_2736.jpg,khanhha_original,Volker_DSC01673_0_0_1824_2736.jpg,khanhha,Volker,khanhha::Volker_DSC01673,neutral,0.006347419695488576,0.5663740356477787,0.5727214553432672,True,False
khanhha_original::Volker_DSC01674_0_1080_1601_1598.jpg,khanhha_original,Volker_DSC01674_0_1080_1601_1598.jpg,khanhha,Volker,khanhha::Volker_DSC01674,neutral,-0.00043137166034923347,0.6847540505035761,0.6843226788432268,True,True
khanhha_original::Volker_DSC01674_53_426_1730_2092.jpg,khanhha_original,Volker_DSC01674_53_426_1730_2092.jpg,khanhha,Volker,khanhha::Volker_DSC01674,neutral,-0.00021495214611155777,0.6608830631252156,0.660668110979104,True,True
khanhha_original::Volker_DSC01674_748_1007_996_1190.jpg,khanhha_original,Volker_DSC01674_748_1007_996_1190.jpg,khanhha,Volker,khanhha::Volker_DSC01674,degraded,-0.012516655480259153,0.755469583778015,0.7429529282977558,True,True
khanhha_original::Volker_DSC01676_146_1254_955_1190.jpg,khanhha_original,Volker_DSC01676_146_1254_955_1190.jpg,khanhha,Volker,khanhha::Volker_DSC01676,degraded,-0.012250609259471301,0.7709311648150269,0.7586805555555556,True,False
khanhha_original::Volker_DSC01676_35_128_1239_1463.jpg,khanhha_original,Volker_DSC01676_35_128_1239_1463.jpg,khanhha,Volker,khanhha::Volker_DSC01676,neutral,-0.008173671528834525,0.6872736514391004,0.6790999799102658,True,False
khanhha_original::Volker_DSC01677_185_223_1446_1163.jpg,khanhha_original,Volker_DSC01677_185_223_1446_1163.jpg,khanhha,Volker,khanhha::Volker_DSC01677,neutral,0.004932464029826278,0.7183250096043027,0.723257473634129,True,False
khanhha_original::Volker_DSC01677_26_956_1697_1698.jpg,khanhha_original,Volker_DSC01677_26_956_1697_1698.jpg,khanhha,Volker,khanhha::Volker_DSC01677,neutral,0.003352800880271678,0.6905446623093682,0.6938974631896399,True,False
khanhha_original::Volker_DSC01677_40_7_1782_1399.jpg,khanhha_original,Volker_DSC01677_40_7_1782_1399.jpg,khanhha,Volker,khanhha::Volker_DSC01677,neutral,-0.000663132893423457,0.6892998902119754,0.6886367573185519,True,False
khanhha_original::Volker_DSC01678_0_0_1824_2736.jpg,khanhha_original,Volker_DSC01678_0_0_1824_2736.jpg,khanhha,Volker,khanhha::Volker_DSC01678,improved,0.016373333455876216,0.596341874578557,0.6127152080344332,True,True
khanhha_original::Volker_DSC01678_14_998_1278_1270.jpg,khanhha_original,Volker_DSC01678_14_998_1278_1270.jpg,khanhha,Volker,khanhha::Volker_DSC01678,neutral,0.0025727841508125238,0.7288674864562731,0.7314402706070856,True,True
khanhha_original::Volker_DSC01678_282_907_1086_1149.jpg,khanhha_original,Volker_DSC01678_282_907_1086_1149.jpg,khanhha,Volker,khanhha::Volker_DSC01678,neutral,-7.406100328011256e-05,0.7648140291330787,0.7647399681297986,True,True
khanhha_original::Volker_DSC01679_0_0_1824_2736.jpg,khanhha_original,Volker_DSC01679_0_0_1824_2736.jpg,khanhha,Volker,khanhha::Volker_DSC01679,improved,0.028542134466639446,0.6261029895956802,0.6546451240623197,True,False
khanhha_original::Volker_DSC01679_0_789_1823_1945.jpg,khanhha_original,Volker_DSC01679_0_789_1823_1945.jpg,khanhha,Volker,khanhha::Volker_DSC01679,neutral,0.0012579056352957085,0.6394094264622374,0.6406673320975331,True,False
khanhha_original::Volker_DSC01679_67_383_1713_2223.jpg,khanhha_original,Volker_DSC01679_67_383_1713_2223.jpg,khanhha,Volker,khanhha::Volker_DSC01679,improved,0.02054437754473637,0.6409032258064516,0.661447603351188,True,False
khanhha_original::Volker_DSC01680_0_0_1824_2736.jpg,khanhha_original,Volker_DSC01680_0_0_1824_2736.jpg,khanhha,Volker,khanhha::Volker_DSC01680,degraded,-0.013102879737067474,0.5914431001227424,0.5783402203856749,True,False
khanhha_original::Volker_DSC01680_146_194_1555_1973.jpg,khanhha_original,Volker_DSC01680_146_194_1555_1973.jpg,khanhha,Volker,khanhha::Volker_DSC01680,neutral,-0.0061154839143017226,0.6259158166930039,0.6198003327787022,True,False
khanhha_original::Volker_DSC01680_168_539_1554_1946.jpg,khanhha_original,Volker_DSC01680_168_539_1554_1946.jpg,khanhha,Volker,khanhha::Volker_DSC01680,neutral,0.002773885703674428,0.6466273550985187,0.6494012408021931,True,False
khanhha_original::Volker_DSC01680_63_445_1729_1300.jpg,khanhha_original,Volker_DSC01680_63_445_1729_1300.jpg,khanhha,Volker,khanhha::Volker_DSC01680,neutral,-0.003532618174461155,0.7217659137577002,0.718233295583239,True,False
khanhha_original::Volker_DSC01683_67_1024_1660_1636.jpg,khanhha_original,Volker_DSC01683_67_1024_1660_1636.jpg,khanhha,Volker,khanhha::Volker_DSC01683,neutral,-0.004515742243848875,0.5715773034877668,0.5670615612439179,True,True
khanhha_original::Volker_DSC01685_202_585_1600_1686.jpg,khanhha_original,Volker_DSC01685_202_585_1600_1686.jpg,khanhha,Volker,khanhha::Volker_DSC01685,neutral,-0.004292454606602547,0.6806533792896748,0.6763609246830723,True,True
khanhha_original::Volker_DSC01685_252_569_1566_2047.jpg,khanhha_original,Volker_DSC01685_252_569_1566_2047.jpg,khanhha,Volker,khanhha::Volker_DSC01685,improved,0.0162667498474941,0.6582629173015653,0.6745296671490594,True,True
khanhha_original::Volker_DSC01686_297_570_1208_1271.jpg,khanhha_original,Volker_DSC01686_297_570_1208_1271.jpg,khanhha,Volker,khanhha::Volker_DSC01686,improved,0.014213018303378178,0.7275236263276742,0.7417366446310524,True,False
khanhha_original::Volker_DSC01687_13_413_1695_1782.jpg,khanhha_original,Volker_DSC01687_13_413_1695_1782.jpg,khanhha,Volker,khanhha::Volker_DSC01687,improved,0.03544108421435199,0.6500481695568401,0.6854892537711921,True,True
khanhha_original::Volker_DSC01687_256_1075_1494_1234.jpg,khanhha_original,Volker_DSC01687_256_1075_1494_1234.jpg,khanhha,Volker,khanhha::Volker_DSC01687,neutral,-0.004177287974318933,0.7162903431560148,0.7121130551816959,True,True
khanhha_original::Volker_DSC01688_29_115_1785_2096.jpg,khanhha_original,Volker_DSC01688_29_115_1785_2096.jpg,khanhha,Volker,khanhha::Volker_DSC01688,improved,0.026062041846071526,0.6499806351665376,0.6760426770126091,True,False
khanhha_original::Volker_DSC01688_89_1104_1613_1250.jpg,khanhha_original,Volker_DSC01688_89_1104_1613_1250.jpg,khanhha,Volker,khanhha::Volker_DSC01688,neutral,0.004832569581467161,0.6892304926285509,0.694063062210018,True,False
khanhha_original::Volker_DSC01690_763_1051_1043_1097.jpg,khanhha_original,Volker_DSC01690_763_1051_1043_1097.jpg,khanhha,Volker,khanhha::Volker_DSC01690,degraded,-0.03165887959817426,0.7000960756780725,0.6684371960798983,True,False
khanhha_original::Volker_DSC01691_35_741_1602_1808.jpg,khanhha_original,Volker_DSC01691_35_741_1602_1808.jpg,khanhha,Volker,khanhha::Volker_DSC01691,improved,0.031227494338300077,0.6181532416502947,0.6493807359885948,True,False
khanhha_original::Volker_DSC01691_6_526_1388_1598.jpg,khanhha_original,Volker_DSC01691_6_526_1388_1598.jpg,khanhha,Volker,khanhha::Volker_DSC01691,neutral,-0.004381066607223261,0.7036477787491059,0.6992667121418826,True,False
khanhha_original::Volker_DSC01692_28_197_1636_1369.jpg,khanhha_original,Volker_DSC01692_28_197_1636_1369.jpg,khanhha,Volker,khanhha::Volker_DSC01692,neutral,0.005036930020550945,0.7023166891587944,0.7073536191793454,True,True
khanhha_original::Volker_DSC01693_1323_467_1353_1116.jpg,khanhha_original,Volker_DSC01693_1323_467_1353_1116.jpg,khanhha,Volker,khanhha::Volker_DSC01693,degraded,-0.0306374637525324,0.7221906601522554,0.691553196399723,True,True
khanhha_original::Volker_DSC01693_166_276_1259_1362.jpg,khanhha_original,Volker_DSC01693_166_276_1259_1362.jpg,khanhha,Volker,khanhha::Volker_DSC01693,degraded,-0.01427928380257426,0.7079008073817762,0.6936215235792019,True,True
khanhha_original::Volker_DSC01695_0_0_2736_1824.jpg,khanhha_original,Volker_DSC01695_0_0_2736_1824.jpg,khanhha,Volker,khanhha::Volker_DSC01695,neutral,0.00202656818493796,0.6157992251979114,0.6178257933828494,True,True
khanhha_original::Volker_DSC01696_0_0_2736_1824.jpg,khanhha_original,Volker_DSC01696_0_0_2736_1824.jpg,khanhha,Volker,khanhha::Volker_DSC01696,neutral,0.0007951473706031553,0.6145508907437399,0.6153460381143431,True,False
khanhha_original::Volker_DSC01698_213_356_1899_1462.jpg,khanhha_original,Volker_DSC01698_213_356_1899_1462.jpg,khanhha,Volker,khanhha::Volker_DSC01698,neutral,0.0005468412958153923,0.6481089658820418,0.6486558071778572,True,False
khanhha_original::Volker_DSC01699_0_0_1824_2736.jpg,khanhha_original,Volker_DSC01699_0_0_1824_2736.jpg,khanhha,Volker,khanhha::Volker_DSC01699,improved,0.015023984297133919,0.6235381935804927,0.6385621778776266,True,False
khanhha_original::Volker_DSC01699_751_408_1048_1101.jpg,khanhha_original,Volker_DSC01699_751_408_1048_1101.jpg,khanhha,Volker,khanhha::Volker_DSC01699,degraded,-0.045372440202553155,0.7185988000774144,0.6732263598748612,True,False
khanhha_original::Volker_DSC01700_158_517_1605_1442.jpg,khanhha_original,Volker_DSC01700_158_517_1605_1442.jpg,khanhha,Volker,khanhha::Volker_DSC01700,improved,0.03491249067782942,0.5080454186653713,0.5429579093432008,True,False
khanhha_original::Volker_DSC01701_103_539_1579_1680.jpg,khanhha_original,Volker_DSC01701_103_539_1579_1680.jpg,khanhha,Volker,khanhha::Volker_DSC01701,neutral,-0.001872447496681695,0.6752480221022228,0.6733755746055411,True,False
khanhha_original::Volker_DSC01702_39_31_1703_1771.jpg,khanhha_original,Volker_DSC01702_39_31_1703_1771.jpg,khanhha,Volker,khanhha::Volker_DSC01702,improved,0.01705747739764496,0.6013005486689698,0.6183580260666147,True,False
khanhha_original::Volker_DSC01702_418_156_1024_1333.jpg,khanhha_original,Volker_DSC01702_418_156_1024_1333.jpg,khanhha,Volker,khanhha::Volker_DSC01702,improved,0.022544520986536698,0.6255279608041899,0.6480724817907266,True,False
khanhha_original::Volker_DSC01703_23_907_1787_1745.jpg,khanhha_original,Volker_DSC01703_23_907_1787_1745.jpg,khanhha,Volker,khanhha::Volker_DSC01703,improved,0.01707402004150005,0.6405893969314902,0.6576634169729902,True,False
khanhha_original::Volker_DSC01703_413_202_1272_965.jpg,khanhha_original,Volker_DSC01703_413_202_1272_965.jpg,khanhha,Volker,khanhha::Volker_DSC01703,neutral,-0.008475040643168952,0.6776806989674344,0.6692056583242655,True,False
khanhha_original::Volker_DSC01703_599_1250_1072_1001.jpg,khanhha_original,Volker_DSC01703_599_1250_1072_1001.jpg,khanhha,Volker,khanhha::Volker_DSC01703,improved,0.012555865810884193,0.6056580002290688,0.618213866039953,True,False
khanhha_original::Volker_DSC01705_103_1212_1149_941.jpg,khanhha_original,Volker_DSC01705_103_1212_1149_941.jpg,khanhha,Volker,khanhha::Volker_DSC01705,improved,0.023643606685837093,0.28005003807244644,0.30369364475828353,True,True
khanhha_original::Volker_DSC01705_286_514_1483_1229.jpg,khanhha_original,Volker_DSC01705_286_514_1483_1229.jpg,khanhha,Volker,khanhha::Volker_DSC01705,neutral,-0.006167528789535137,0.41959179648984424,0.4134242677003091,True,True
khanhha_original::Volker_DSC01705_35_261_1646_1312.jpg,khanhha_original,Volker_DSC01705_35_261_1646_1312.jpg,khanhha,Volker,khanhha::Volker_DSC01705,degraded,-0.025501600881693176,0.3978152725780809,0.37231367169638774,True,True
khanhha_original::Volker_DSC01705_493_958_1260_1668.jpg,khanhha_original,Volker_DSC01705_493_958_1260_1668.jpg,khanhha,Volker,khanhha::Volker_DSC01705,degraded,-0.047069570405694594,0.46047867173010687,0.4134091013244123,True,True
khanhha_original::Volker_DSC01706_613_680_974_1043.jpg,khanhha_original,Volker_DSC01706_613_680_974_1043.jpg,khanhha,Volker,khanhha::Volker_DSC01706,neutral,0.004813358106403154,0.6304931958048019,0.635306553911205,True,True
khanhha_original::Volker_DSC01707_33_309_1713_1946.jpg,khanhha_original,Volker_DSC01707_33_309_1713_1946.jpg,khanhha,Volker,khanhha::Volker_DSC01707,improved,0.01811561493785918,0.6333995365772923,0.6515151515151515,True,False
khanhha_original::Volker_DSC01707_44_131_1757_2144.jpg,khanhha_original,Volker_DSC01707_44_131_1757_2144.jpg,khanhha,Volker,khanhha::Volker_DSC01707,improved,0.02680027825590292,0.6123091452856918,0.6391094235415947,True,False
khanhha_original::Volker_DSC01707_540_967_1161_1226.jpg,khanhha_original,Volker_DSC01707_540_967_1161_1226.jpg,khanhha,Volker,khanhha::Volker_DSC01707,degraded,-0.011726884266719861,0.7268209569785603,0.7150940727118404,True,False
khanhha_original::Volker_DSC01708_274_347_1439_1315.jpg,khanhha_original,Volker_DSC01708_274_347_1439_1315.jpg,khanhha,Volker,khanhha::Volker_DSC01708,neutral,-0.00322799921060668,0.7665480427046263,0.7633200434940196,True,True
khanhha_original::Volker_DSC01709_269_118_1281_1314.jpg,khanhha_original,Volker_DSC01709_269_118_1281_1314.jpg,khanhha,Volker,khanhha::Volker_DSC01709,degraded,-0.01063032950525522,0.6815933916634965,0.6709630621582413,True,True
khanhha_original::Volker_DSC01709_71_801_1387_1771.jpg,khanhha_original,Volker_DSC01709_71_801_1387_1771.jpg,khanhha,Volker,khanhha::Volker_DSC01709,neutral,0.009146222984942609,0.6991668543120919,0.7083130772970345,True,True
khanhha_original::cracktree200_6201.jpg,khanhha_original,cracktree200_6201.jpg,khanhha,cracktree200,khanhha::cracktree200_6201,neutral,0.005242244975746784,0.010568031704095112,0.015810276679841896,False,False
khanhha_original::cracktree200_6203.jpg,khanhha_original,cracktree200_6203.jpg,khanhha,cracktree200,khanhha::cracktree200_6203,neutral,0.008870012870012869,0.004,0.01287001287001287,False,False
khanhha_original::cracktree200_6234.jpg,khanhha_original,cracktree200_6234.jpg,khanhha,cracktree200,khanhha::cracktree200_6234,neutral,-0.004974619289340102,0.006666666666666667,0.001692047377326565,False,False
khanhha_original::cracktree200_6243.jpg,khanhha_original,cracktree200_6243.jpg,khanhha,cracktree200,khanhha::cracktree200_6243,neutral,0.0035823950870010235,0.0,0.0035823950870010235,False,False
khanhha_original::cracktree200_6247.jpg,khanhha_original,cracktree200_6247.jpg,khanhha,cracktree200,khanhha::cracktree200_6247,degraded,-0.01212964804136013,0.13829787234042554,0.1261682242990654,False,False
khanhha_original::cracktree200_6258.jpg,khanhha_original,cracktree200_6258.jpg,khanhha,cracktree200,khanhha::cracktree200_6258,neutral,0.0034010742449509957,0.0011547344110854503,0.004555808656036446,False,False
khanhha_original::cracktree200_6259.jpg,khanhha_original,cracktree200_6259.jpg,khanhha,cracktree200,khanhha::cracktree200_6259,improved,0.024960722849904908,0.0014245014245014246,0.026385224274406333,False,False
khanhha_original::cracktree200_6261.jpg,khanhha_original,cracktree200_6261.jpg,khanhha,cracktree200,khanhha::cracktree200_6261,neutral,0.003552397868561279,0.0,0.003552397868561279,False,False
khanhha_original::cracktree200_6266.jpg,khanhha_original,cracktree200_6266.jpg,khanhha,cracktree200,khanhha::cracktree200_6266,degraded,-0.16966789327720116,0.19683257918552036,0.027164685908319185,False,False
khanhha_original::cracktree200_6268.jpg,khanhha_original,cracktree200_6268.jpg,khanhha,cracktree200,khanhha::cracktree200_6268,improved,0.023185041498394125,0.005628517823639775,0.0288135593220339,False,False
khanhha_original::cracktree200_6278.jpg,khanhha_original,cracktree200_6278.jpg,khanhha,cracktree200,khanhha::cracktree200_6278,neutral,0.002209794311088767,0.016055045871559634,0.0182648401826484,False,False
khanhha_original::cracktree200_6281.jpg,khanhha_original,cracktree200_6281.jpg,khanhha,cracktree200,khanhha::cracktree200_6281,degraded,-0.02734577587837913,0.029531568228105907,0.002185792349726776,False,False
khanhha_original::cracktree200_6297.jpg,khanhha_original,cracktree200_6297.jpg,khanhha,cracktree200,khanhha::cracktree200_6297,degraded,-0.012389380530973451,0.012389380530973451,0.0,False,False
khanhha_original::cracktree200_6298.jpg,khanhha_original,cracktree200_6298.jpg,khanhha,cracktree200,khanhha::cracktree200_6298,degraded,-0.1351795649974709,0.21851289833080426,0.08333333333333333,False,False
khanhha_original::cracktree200_6301.jpg,khanhha_original,cracktree200_6301.jpg,khanhha,cracktree200,khanhha::cracktree200_6301,degraded,-0.07668707929333432,0.1945031712473573,0.11781609195402298,False,False
khanhha_original::cracktree200_6310.jpg,khanhha_original,cracktree200_6310.jpg,khanhha,cracktree200,khanhha::cracktree200_6310,degraded,-0.13496932515337423,0.13496932515337423,0.0,False,False
khanhha_original::cracktree200_6321.jpg,khanhha_original,cracktree200_6321.jpg,khanhha,cracktree200,khanhha::cracktree200_6321,neutral,0.0019723865877712033,0.0,0.0019723865877712033,False,False
khanhha_original::cracktree200_6327.jpg,khanhha_original,cracktree200_6327.jpg,khanhha,cracktree200,khanhha::cracktree200_6327,neutral,-0.001876172607879925,0.001876172607879925,0.0,False,False
khanhha_original::cracktree200_6328.jpg,khanhha_original,cracktree200_6328.jpg,khanhha,cracktree200,khanhha::cracktree200_6328,neutral,0.0,0.0,0.0,False,False
khanhha_original::cracktree200_6329.jpg,khanhha_original,cracktree200_6329.jpg,khanhha,cracktree200,khanhha::cracktree200_6329,neutral,0.004940711462450593,0.0,0.004940711462450593,False,False
khanhha_original::cracktree200_6330.jpg,khanhha_original,cracktree200_6330.jpg,khanhha,cracktree200,khanhha::cracktree200_6330,neutral,0.0,0.0,0.0,False,False
khanhha_original::cracktree200_6334.jpg,khanhha_original,cracktree200_6334.jpg,khanhha,cracktree200,khanhha::cracktree200_6334,neutral,0.0,0.0,0.0,False,False
khanhha_original::cracktree200_6340.jpg,khanhha_original,cracktree200_6340.jpg,khanhha,cracktree200,khanhha::cracktree200_6340,neutral,0.0,0.010638297872340425,0.010638297872340425,False,False
khanhha_original::cracktree200_6351.jpg,khanhha_original,cracktree200_6351.jpg,khanhha,cracktree200,khanhha::cracktree200_6351,improved,0.0337309749074455,0.035650623885918005,0.0693815987933635,False,False
khanhha_original::cracktree200_6623.jpg,khanhha_original,cracktree200_6623.jpg,khanhha,cracktree200,khanhha::cracktree200_6623,neutral,0.003178139468585516,0.013029315960912053,0.01620745542949757,False,False
khanhha_original::cracktree200_6635.jpg,khanhha_original,cracktree200_6635.jpg,khanhha,cracktree200,khanhha::cracktree200_6635,degraded,-0.052768487551096255,0.07692307692307693,0.024154589371980676,False,False
khanhha_original::cracktree200_6645.jpg,khanhha_original,cracktree200_6645.jpg,khanhha,cracktree200,khanhha::cracktree200_6645,degraded,-0.09433135857847857,0.11611785095320624,0.02178649237472767,False,False
khanhha_original::cracktree200_6647.jpg,khanhha_original,cracktree200_6647.jpg,khanhha,cracktree200,khanhha::cracktree200_6647,improved,0.08034647550776583,0.014814814814814815,0.09516129032258064,False,False
khanhha_original::cracktree200_6658.jpg,khanhha_original,cracktree200_6658.jpg,khanhha,cracktree200,khanhha::cracktree200_6658,improved,0.03276157804459691,0.09245283018867924,0.12521440823327615,False,False
khanhha_original::cracktree200_6710.jpg,khanhha_original,cracktree200_6710.jpg,khanhha,cracktree200,khanhha::cracktree200_6710,degraded,-0.03752670255490045,0.075177304964539,0.03765060240963856,False,False
khanhha_original::cracktree200_6774.jpg,khanhha_original,cracktree200_6774.jpg,khanhha,cracktree200,khanhha::cracktree200_6774,neutral,0.008572960978660539,0.005015673981191223,0.013588634959851761,False,False
khanhha_original::forest_003.jpg,khanhha_original,forest_003.jpg,khanhha,forest,khanhha::forest_003,improved,0.10222006494147862,0.2971603403767091,0.3993804053181877,False,False
khanhha_original::forest_006.jpg,khanhha_original,forest_006.jpg,khanhha,forest,khanhha::forest_006,degraded,-0.040300446449179295,0.4256704980842912,0.3853700516351119,False,False
khanhha_original::forest_018.jpg,khanhha_original,forest_018.jpg,khanhha,forest,khanhha::forest_018,neutral,-0.007520454266948695,0.47796143250688705,0.47044097823993836,False,False
khanhha_original::forest_022.jpg,khanhha_original,forest_022.jpg,khanhha,forest,khanhha::forest_022,degraded,-0.06725951615133652,0.6455412887265873,0.5782817725752508,False,False
khanhha_original::forest_038.jpg,khanhha_original,forest_038.jpg,khanhha,forest,khanhha::forest_038,degraded,-0.035152521950700344,0.39852619000199163,0.3633736680512913,False,False
khanhha_original::forest_048.jpg,khanhha_original,forest_048.jpg,khanhha,forest,khanhha::forest_048,degraded,-0.025719405241040272,0.27736223477331706,0.2516428295322768,False,False
khanhha_original::forest_054.jpg,khanhha_original,forest_054.jpg,khanhha,forest,khanhha::forest_054,degraded,-0.08043187172521021,0.48917748917748916,0.40874561745227894,False,False
khanhha_original::forest_069.jpg,khanhha_original,forest_069.jpg,khanhha,forest,khanhha::forest_069,degraded,-0.014036949829851098,0.4519121544869368,0.4378752046570857,False,False
khanhha_original::forest_076.jpg,khanhha_original,forest_076.jpg,khanhha,forest,khanhha::forest_076,neutral,-0.00669491856874499,0.4615883726966,0.45489345412785503,False,False
khanhha_original::forest_082.jpg,khanhha_original,forest_082.jpg,khanhha,forest,khanhha::forest_082,degraded,-0.039871635804338196,0.25129424933538547,0.21142261353104727,False,False
khanhha_original::forest_083.jpg,khanhha_original,forest_083.jpg,khanhha,forest,khanhha::forest_083,degraded,-0.02649654814346092,0.556888705006206,0.5303921568627451,False,False
khanhha_original::forest_087.jpg,khanhha_original,forest_087.jpg,khanhha,forest,khanhha::forest_087,improved,0.020805783524139698,0.2562007586810622,0.2770065422052019,False,False
khanhha_original::forest_091.jpg,khanhha_original,forest_091.jpg,khanhha,forest,khanhha::forest_091,degraded,-0.05890663408716451,0.45357583922757383,0.3946692051404093,False,False
khanhha_original::forest_094.jpg,khanhha_original,forest_094.jpg,khanhha,forest,khanhha::forest_094,improved,0.04058801372633658,0.4316130525341356,0.4722010662604722,False,False
khanhha_original::forest_098.jpg,khanhha_original,forest_098.jpg,khanhha,forest,khanhha::forest_098,neutral,-0.0018659794770066185,0.5898488120950324,0.5879828326180258,False,False
khanhha_original::forest_104.jpg,khanhha_original,forest_104.jpg,khanhha,forest,khanhha::forest_104,neutral,-0.0010233863189407777,0.2739967897271268,0.27297340340818604,False,False
khanhha_original::forest_109.jpg,khanhha_original,forest_109.jpg,khanhha,forest,khanhha::forest_109,improved,0.019341089153925295,0.46742730953257267,0.48676839868649796,False,False
khanhha_original::forest_117.jpg,khanhha_original,forest_117.jpg,khanhha,forest,khanhha::forest_117,improved,0.018364217907869906,0.44049762645277457,0.4588618443606445,False,False
khanhha_original::noncrack_noncrack_concrete_wall_0_0.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_0_0.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_0,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_0_3.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_0_3.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_0,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_100_4.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_100_4.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_100,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_101_2.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_101_2.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_101,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_101_8.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_101_8.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_101,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_101_9.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_101_9.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_101,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_102_5.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_102_5.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_102,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_103_0.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_103_0.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_103,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_103_1.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_103_1.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_103,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_11_4.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_11_4.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_11,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_12_3.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_12_3.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_12,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_12_9.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_12_9.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_12,improved,1.0,0.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_13_2.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_13_2.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_13,neutral,0.0,1.0,1.0,True,False
khanhha_original::noncrack_noncrack_concrete_wall_13_4.jpg.jpg,khanhha_original,noncrack_noncrack_concrete_wall_13_4.jpg.jpg,khanhha,noncrack,khanhha::noncrack_noncrack_concrete_wall_13,neutral,0.0,1.0,1.0,True,False
