image_id,physical_group,split,inner_fold,role
khanhha_original::Volker_DSC01646_456_54_2117_1728.jpg,khanhha::Volker_DSC01646,cv0,2,train
khanhha_original::Volker_DSC01648_211_212_1177_955.jpg,khanhha::Volker_DSC01648,cv0,2,train
khanhha_original::Volker_DSC01653_120_360_1526_1294.jpg,khanhha::Volker_DSC01653,cv0,2,train
khanhha_original::Volker_DSC01653_441_257_1154_966.jpg,khanhha::Volker_DSC01653,cv0,2,train
khanhha_original::Volker_DSC01653_635_9_1390_1253.jpg,khanhha::Volker_DSC01653,cv0,2,train
khanhha_original::Volker_DSC01653_791_41_1849_1670.jpg,khanhha::Volker_DSC01653,cv0,2,train
khanhha_original::Volker_DSC01657_130_62_1583_1831.jpg,khanhha::Volker_DSC01657,cv0,2,train
khanhha_original::Volker_DSC01657_290_50_1476_1614.jpg,khanhha::Volker_DSC01657,cv0,2,train
khanhha_original::Volker_DSC01657_665_1068_1125_1350.jpg,khanhha::Volker_DSC01657,cv0,2,train
khanhha_original::Volker_DSC01657_8_1012_1813_1672.jpg,khanhha::Volker_DSC01657,cv0,2,train
khanhha_original::Volker_DSC01658_0_0_1824_2736.jpg,khanhha::Volker_DSC01658,cv0,2,train
khanhha_original::Volker_DSC01658_167_371_1635_1643.jpg,khanhha::Volker_DSC01658,cv0,2,train
khanhha_original::Volker_DSC01658_352_1474_1034_1008.jpg,khanhha::Volker_DSC01658,cv0,2,train
khanhha_original::Volker_DSC01658_470_825_1327_1606.jpg,khanhha::Volker_DSC01658,cv0,2,train
khanhha_original::Volker_DSC01659_516_815_948_1199.jpg,khanhha::Volker_DSC01659,cv0,2,train
khanhha_original::Volker_DSC01661_0_0_1824_2736.jpg,khanhha::Volker_DSC01661,cv0,2,train
khanhha_original::Volker_DSC01661_290_595_1071_1180.jpg,khanhha::Volker_DSC01661,cv0,2,train
khanhha_original::Volker_DSC01661_400_1545_1179_1103.jpg,khanhha::Volker_DSC01661,cv0,2,train
khanhha_original::Volker_DSC01666_185_540_876_1155.jpg,khanhha::Volker_DSC01666,cv0,2,train
khanhha_original::Volker_DSC01667_0_0_1824_2736.jpg,khanhha::Volker_DSC01667,cv0,2,train
khanhha_original::Volker_DSC01667_106_338_1708_2132.jpg,khanhha::Volker_DSC01667,cv0,2,train
khanhha_original::Volker_DSC01669_0_0_1824_2736.jpg,khanhha::Volker_DSC01669,cv0,2,train
khanhha_original::Volker_DSC01669_9_1042_1814_1517.jpg,khanhha::Volker_DSC01669,cv0,2,train
khanhha_original::Volker_DSC01673_0_0_1824_2736.jpg,khanhha::Volker_DSC01673,cv0,2,train
khanhha_original::Volker_DSC01678_0_0_1824_2736.jpg,khanhha::Volker_DSC01678,cv0,2,train
khanhha_original::Volker_DSC01678_14_998_1278_1270.jpg,khanhha::Volker_DSC01678,cv0,2,train
khanhha_original::Volker_DSC01678_282_907_1086_1149.jpg,khanhha::Volker_DSC01678,cv0,2,train
khanhha_original::Volker_DSC01679_0_0_1824_2736.jpg,khanhha::Volker_DSC01679,cv0,2,train
khanhha_original::Volker_DSC01679_0_789_1823_1945.jpg,khanhha::Volker_DSC01679,cv0,2,train
khanhha_original::Volker_DSC01679_67_383_1713_2223.jpg,khanhha::Volker_DSC01679,cv0,2,train
khanhha_original::Volker_DSC01683_67_1024_1660_1636.jpg,khanhha::Volker_DSC01683,cv0,2,train
khanhha_original::Volker_DSC01688_29_115_1785_2096.jpg,khanhha::Volker_DSC01688,cv0,2,train
khanhha_original::Volker_DSC01688_89_1104_1613_1250.jpg,khanhha::Volker_DSC01688,cv0,2,train
khanhha_original::Volker_DSC01690_763_1051_1043_1097.jpg,khanhha::Volker_DSC01690,cv0,2,train
khanhha_original::Volker_DSC01691_35_741_1602_1808.jpg,khanhha::Volker_DSC01691,cv0,2,train
khanhha_original::Volker_DSC01691_6_526_1388_1598.jpg,khanhha::Volker_DSC01691,cv0,2,train
khanhha_original::Volker_DSC01692_28_197_1636_1369.jpg,khanhha::Volker_DSC01692,cv0,2,train
khanhha_original::Volker_DSC01695_0_0_2736_1824.jpg,khanhha::Volker_DSC01695,cv0,2,train
khanhha_original::Volker_DSC01696_0_0_2736_1824.jpg,khanhha::Volker_DSC01696,cv0,2,train
khanhha_original::Volker_DSC01700_158_517_1605_1442.jpg,khanhha::Volker_DSC01700,cv0,2,train
khanhha_original::Volker_DSC01702_39_31_1703_1771.jpg,khanhha::Volker_DSC01702,cv0,2,train
khanhha_original::Volker_DSC01702_418_156_1024_1333.jpg,khanhha::Volker_DSC01702,cv0,2,train
khanhha_original::Volker_DSC01705_103_1212_1149_941.jpg,khanhha::Volker_DSC01705,cv0,2,train
khanhha_original::Volker_DSC01705_286_514_1483_1229.jpg,khanhha::Volker_DSC01705,cv0,2,train
khanhha_original::Volker_DSC01705_35_261_1646_1312.jpg,khanhha::Volker_DSC01705,cv0,2,train
khanhha_original::Volker_DSC01705_493_958_1260_1668.jpg,khanhha::Volker_DSC01705,cv0,2,train
khanhha_original::Volker_DSC01709_269_118_1281_1314.jpg,khanhha::Volker_DSC01709,cv0,2,train
khanhha_original::Volker_DSC01709_71_801_1387_1771.jpg,khanhha::Volker_DSC01709,cv0,2,train
khanhha_original::cracktree200_6234.jpg,khanhha::cracktree200_6234,cv0,2,train
khanhha_original::cracktree200_6243.jpg,khanhha::cracktree200_6243,cv0,2,train
khanhha_original::cracktree200_6247.jpg,khanhha::cracktree200_6247,cv0,2,train
khanhha_original::cracktree200_6258.jpg,khanhha::cracktree200_6258,cv0,2,train
khanhha_original::cracktree200_6266.jpg,khanhha::cracktree200_6266,cv0,2,train
khanhha_original::cracktree200_6278.jpg,khanhha::cracktree200_6278,cv0,2,train
khanhha_original::cracktree200_6281.jpg,khanhha::cracktree200_6281,cv0,2,train
khanhha_original::cracktree200_6297.jpg,khanhha::cracktree200_6297,cv0,2,train
khanhha_original::cracktree200_6301.jpg,khanhha::cracktree200_6301,cv0,2,train
khanhha_original::cracktree200_6327.jpg,khanhha::cracktree200_6327,cv0,2,train
khanhha_original::cracktree200_6329.jpg,khanhha::cracktree200_6329,cv0,2,train
khanhha_original::cracktree200_6330.jpg,khanhha::cracktree200_6330,cv0,2,train
khanhha_original::cracktree200_6635.jpg,khanhha::cracktree200_6635,cv0,2,train
khanhha_original::cracktree200_6647.jpg,khanhha::cracktree200_6647,cv0,2,train
khanhha_original::cracktree200_6710.jpg,khanhha::cracktree200_6710,cv0,2,train
khanhha_original::cracktree200_6774.jpg,khanhha::cracktree200_6774,cv0,2,train
khanhha_original::forest_003.jpg,khanhha::forest_003,cv0,2,train
khanhha_original::forest_006.jpg,khanhha::forest_006,cv0,2,train
khanhha_original::forest_018.jpg,khanhha::forest_018,cv0,2,train
khanhha_original::forest_022.jpg,khanhha::forest_022,cv0,2,train
khanhha_original::forest_038.jpg,khanhha::forest_038,cv0,2,train
khanhha_original::forest_083.jpg,khanhha::forest_083,cv0,2,train
khanhha_original::forest_087.jpg,khanhha::forest_087,cv0,2,train
khanhha_original::forest_094.jpg,khanhha::forest_094,cv0,2,train
khanhha_original::forest_098.jpg,khanhha::forest_098,cv0,2,train
khanhha_original::forest_104.jpg,khanhha::forest_104,cv0,2,train
khanhha_original::forest_109.jpg,khanhha::forest_109,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_0_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_0,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_0_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_0,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_11_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_11,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_12_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_12,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_12_9.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_12,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_14_11.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_14,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_14_25.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_14,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_15_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_15,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_15_7.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_15,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_16_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_16,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_16_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_16,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_11.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_12.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_18.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_19.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_18_9.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_18,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_21_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_21,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_23_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_23,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_23_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_23,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_23_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_23,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_23_7.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_23,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_24_19.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_24,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_24_31.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_24,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_24_35.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_24,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_24_38.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_24,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_24_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_24,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_24_8.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_24,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_29_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_29,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_30_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_30,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_31_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_31,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_31_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_31,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_34_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_34,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_35_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_35,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_38_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_38,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_38_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_38,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_38_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_38,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_3_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_3,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_11.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_12.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_35.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_37.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_38.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_43.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_48.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_58.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_63.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_41_65.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_41,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_42_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_42,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_45_13.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_45,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_45_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_45,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_45_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_45,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_48_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_48,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_48_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_48,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_48_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_48,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_53_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_53,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_24.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_27.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_28.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_31.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_33.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_36.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_40.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_44.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_48.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_53.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_54.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_57.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_54_72.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_54,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_10.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_24.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_29.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_32.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_38.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_41.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_49.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_55_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_55,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_57_11.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_57,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_57_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_57,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_59_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_59,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_59_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_59,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_5_10.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_5,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_60_13.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_60,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_60_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_60,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_60_8.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_60,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_65_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_65,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_65_10.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_65,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_67_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_67,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_67_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_67,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_68_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_68,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_68_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_68,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_69_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_69,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_6_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_6,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_70_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_70,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_72_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_72,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_74_10.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_74,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_75_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_75,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_75_18.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_75,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_75_24.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_75,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_22.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_30.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_36.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_38.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_49.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_76_62.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_76,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_77_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_77,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_77_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_77,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_79_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_79,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_79_6.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_79,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_7_0.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_7,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_7_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_7,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_81_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_81,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_83_10.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_83,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_83_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_83,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_83_9.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_83,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_88_3.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_88,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_91_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_91,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_93_5.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_93,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_94_4.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_94,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_96_1.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_96,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_96_12.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_96,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_96_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_96,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_96_27.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_96,cv0,2,train
khanhha_original::noncrack_noncrack_concrete_wall_99_2.jpg.jpg,khanhha::noncrack_noncrack_concrete_wall_99,cv0,2,train
khanhha_noisy1::CFD_001.jpg,khanhha::CFD_001,cv0,2,train
khanhha_noisy1::CFD_007.jpg,khanhha::CFD_007,cv0,2,train
khanhha_noisy1::CFD_013.jpg,khanhha::CFD_013,cv0,2,train
khanhha_noisy1::CFD_019.jpg,khanhha::CFD_019,cv0,2,train
khanhha_noisy1::CFD_047.jpg,khanhha::CFD_047,cv0,2,train
khanhha_noisy1::CFD_082.jpg,khanhha::CFD_082,cv0,2,train
khanhha_noisy1::CFD_084.jpg,khanhha::CFD_084,cv0,2,train
khanhha_noisy1::CFD_088.jpg,khanhha::CFD_088,cv0,2,train
khanhha_noisy1::CFD_109.jpg,khanhha::CFD_109,cv0,2,train
khanhha_noisy1::CFD_111.jpg,khanhha::CFD_111,cv0,2,train
khanhha_noisy1::CFD_118.jpg,khanhha::CFD_118,cv0,2,train
khanhha_noisy1::CRACK500_20160222_080933_361_1.jpg,khanhha::CRACK500_20160222_080933,cv0,2,train
khanhha_noisy1::CRACK500_20160222_081031_641_361.jpg,khanhha::CRACK500_20160222_081031,cv0,2,train
khanhha_noisy1::CRACK500_20160222_081111_641_361.jpg,khanhha::CRACK500_20160222_081111,cv0,2,train
khanhha_noisy1::CRACK500_20160222_081113_1921_721.jpg,khanhha::CRACK500_20160222_081113,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115219_1281_721.jpg,khanhha::CRACK500_20160222_115219,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115324_1281_721.jpg,khanhha::CRACK500_20160222_115324,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115324_641_1081.jpg,khanhha::CRACK500_20160222_115324,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115519_641_721.jpg,khanhha::CRACK500_20160222_115519,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115828_641_1.jpg,khanhha::CRACK500_20160222_115828,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115843_1281_361.jpg,khanhha::CRACK500_20160222_115843,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115847_1281_361.jpg,khanhha::CRACK500_20160222_115847,cv0,2,train
khanhha_noisy1::CRACK500_20160222_115847_641_361.jpg,khanhha::CRACK500_20160222_115847,cv0,2,train
khanhha_noisy1::CRACK500_20160222_163940_1281_1081.jpg,khanhha::CRACK500_20160222_163940,cv0,2,train
khanhha_noisy1::CRACK500_20160222_163940_1_1081.jpg,khanhha::CRACK500_20160222_163940,cv0,2,train
khanhha_noisy1::CRACK500_20160222_163940_1_361.jpg,khanhha::CRACK500_20160222_163940,cv0,2,train
khanhha_noisy1::CRACK500_20160222_163940_641_1081.jpg,khanhha::CRACK500_20160222_163940,cv0,2,train
khanhha_noisy1::CRACK500_20160222_164825_641_721.jpg,khanhha::CRACK500_20160222_164825,cv0,2,train
