image_id,dataset,physical_group,category,delta_iou,umap_1,umap_2
khanhha_original::Rissbilder_for_Florian_9S6A2848_1214_523_4329_3293.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2848,neutral,-0.0059414524683802,1.5782129,10.9606085
khanhha_original::Rissbilder_for_Florian_9S6A2849_1010_1722_2676_2957.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2849,neutral,0.0015752672097845,1.6584393,10.98673
khanhha_original::Rissbilder_for_Florian_9S6A2849_239_1191_3521_3188.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2849,neutral,-0.0029039624532239,1.4249969,10.794795
khanhha_original::Rissbilder_for_Florian_9S6A2849_465_1014_2857_3753.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2849,neutral,-0.0019911889048662,1.6381837,10.970238
khanhha_original::Rissbilder_for_Florian_9S6A2850_1113_51_4606_3781.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2850,neutral,0.0023264049906291,1.78236,11.553833
khanhha_original::Rissbilder_for_Florian_9S6A2850_1408_904_2105_2792.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2850,neutral,-0.0070590671555431,1.7156463,11.596068
khanhha_original::Rissbilder_for_Florian_9S6A2851_1713_30_3619_3365.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2851,neutral,0.0048490787073334,1.7724448,11.522042
khanhha_original::Rissbilder_for_Florian_9S6A2851_1976_734_2746_2491.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2851,neutral,0.0020835874973051,1.7046113,11.47619
khanhha_original::Rissbilder_for_Florian_9S6A2851_2413_175_2645_3485.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2851,neutral,-0.002620135997926,1.7948555,11.601851
khanhha_original::Rissbilder_for_Florian_9S6A2851_512_50_2972_2678.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2851,neutral,0.0038571360562461,1.8105569,11.507948
khanhha_original::Rissbilder_for_Florian_9S6A2852_1108_175_3570_3421.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2852,neutral,-0.0026747790669633,1.9369551,11.214792
khanhha_original::Rissbilder_for_Florian_9S6A2852_356_540_3667_2981.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2852,neutral,-0.0070090264312943,1.9097985,11.193792
khanhha_original::Rissbilder_for_Florian_9S6A2853_1127_1463_2379_2376.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2853,neutral,-0.0007901169505617,1.7321668,11.493808
khanhha_original::Rissbilder_for_Florian_9S6A2853_826_286_2004_2464.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2853,neutral,-0.0046229281556456,1.7766426,11.550052
khanhha_original::Rissbilder_for_Florian_9S6A2854_162_1195_3169_2569.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2854,neutral,-0.0048053186028891,1.8531442,11.025104
khanhha_original::Rissbilder_for_Florian_9S6A2856_1840_62_3055_3769.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2856,neutral,-0.004907581994533,1.854163,11.2248125
khanhha_original::Rissbilder_for_Florian_9S6A2856_2611_839_1919_2466.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2856,neutral,-0.0024648725997473,1.8555516,11.150767
khanhha_original::Rissbilder_for_Florian_9S6A2856_3030_1197_2337_2140.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2856,degraded,-0.0158316620233631,1.8921816,11.158779
khanhha_original::Rissbilder_for_Florian_9S6A2856_3095_641_2548_2416.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2856,neutral,-0.0038655083939207,1.8305205,11.250658
khanhha_original::Rissbilder_for_Florian_9S6A2857_1203_1130_2423_3169.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2857,neutral,0.0010329403083756,1.9925787,11.491045
khanhha_original::Rissbilder_for_Florian_9S6A2857_148_211_2303_2832.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2857,neutral,0.002970461877228,1.9448984,11.515866
khanhha_original::Rissbilder_for_Florian_9S6A2857_159_2331_3518_2794.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2857,neutral,-0.0031919129981252,1.9381422,11.443197
khanhha_original::Rissbilder_for_Florian_9S6A2857_585_241_3220_4175.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2857,neutral,-0.0013746680490429,1.972887,11.472254
khanhha_original::Rissbilder_for_Florian_9S6A2857_807_939_2369_1886.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2857,improved,0.0162892814504542,2.09773,11.678134
khanhha_original::Rissbilder_for_Florian_9S6A2857_89_2266_3467_3213.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2857,neutral,-0.002239506102866,2.035632,11.429946
khanhha_original::Rissbilder_for_Florian_9S6A2858_103_1887_2963_2745.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,neutral,-0.0015151610974201,1.9240117,11.460542
khanhha_original::Rissbilder_for_Florian_9S6A2858_138_1397_3695_4304.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,neutral,0.0032017311429075,1.9422503,11.5366955
khanhha_original::Rissbilder_for_Florian_9S6A2858_203_242_3312_2597.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,improved,0.0134096832793617,2.1091127,11.685002
khanhha_original::Rissbilder_for_Florian_9S6A2858_24_161_2934_2248.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,neutral,0.0,2.3617563,11.7453785
khanhha_original::Rissbilder_for_Florian_9S6A2858_559_619_3260_3533.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,neutral,-0.0057112810986846,1.92593,11.440438
khanhha_original::Rissbilder_for_Florian_9S6A2858_58_840_3696_4727.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,neutral,0.0003923866220405,1.946094,11.476058
khanhha_original::Rissbilder_for_Florian_9S6A2858_74_2277_2849_2285.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,degraded,-0.0174091398506385,1.8466719,11.513825
khanhha_original::Rissbilder_for_Florian_9S6A2858_825_486_2361_2715.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2858,neutral,-0.0044203680204405,1.8362488,11.514426
khanhha_original::Rissbilder_for_Florian_9S6A2859_1580_320_3896_3471.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2859,improved,0.0138757259107342,1.795138,11.4388485
khanhha_original::Rissbilder_for_Florian_9S6A2859_1796_34_3392_3713.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2859,neutral,-0.0062004319268093,1.8284869,11.481685
khanhha_original::Rissbilder_for_Florian_9S6A2859_2073_725_3430_2687.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2859,neutral,0.0029117983565503,1.7541989,11.465434
khanhha_original::Rissbilder_for_Florian_9S6A2860_109_355_3609_3381.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2860,neutral,0.0003923971500989,1.836091,11.464462
khanhha_original::Rissbilder_for_Florian_9S6A2860_2652_869_3027_2537.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2860,degraded,-0.0106108281767941,1.7971768,11.36628
khanhha_original::Rissbilder_for_Florian_9S6A2860_476_406_3989_3027.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2860,neutral,0.0001641056074512,1.8622388,11.484691
khanhha_original::Rissbilder_for_Florian_9S6A2860_707_1403_2200_2149.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2860,degraded,-0.0217719468451549,1.7614939,11.46261
khanhha_original::Rissbilder_for_Florian_9S6A2861_1002_825_2601_2341.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2861,neutral,-0.0092667540664286,1.9805369,11.483293
khanhha_original::Rissbilder_for_Florian_9S6A2861_327_851_2964_3474.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2861,neutral,0.0008151693576518,1.9836211,11.36063
khanhha_original::Rissbilder_for_Florian_9S6A2861_716_324_2856_3710.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2861,neutral,0.0001837648002729,1.9461547,11.397727
khanhha_original::Rissbilder_for_Florian_9S6A2862_13_1221_3798_4291.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2862,improved,0.011300265166438,2.021847,11.574495
khanhha_original::Rissbilder_for_Florian_9S6A2862_16_760_3062_2984.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2862,neutral,0.0053524084716847,2.0652928,11.616833
khanhha_original::Rissbilder_for_Florian_9S6A2862_54_2006_3577_3513.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2862,neutral,0.0025794184694587,2.045304,11.591886
khanhha_original::Rissbilder_for_Florian_9S6A2862_550_1911_3038_3042.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2862,degraded,-0.0154508920496762,1.9894302,11.564658
khanhha_original::Rissbilder_for_Florian_9S6A2863_312_1094_3025_3361.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2863,improved,0.0102688681576174,1.1647375,10.3909645
khanhha_original::Rissbilder_for_Florian_9S6A2863_423_3163_2502_2009.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2863,degraded,-0.0227162886838395,1.7365068,11.524388
khanhha_original::Rissbilder_for_Florian_9S6A2864_0_0_3840_5760.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2864,neutral,0.0060632971043743,1.5360252,11.035665
khanhha_original::Rissbilder_for_Florian_9S6A2864_474_1863_3308_2536.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2864,neutral,-0.0003158050309438,1.4216893,11.073561
khanhha_original::Rissbilder_for_Florian_9S6A2864_95_886_3690_4688.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2864,neutral,0.0002166134199331,1.5315639,11.05273
khanhha_original::Rissbilder_for_Florian_9S6A2865_215_1866_2936_3607.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2865,neutral,0.001545789971141,1.1668024,11.152748
khanhha_original::Rissbilder_for_Florian_9S6A2865_321_3005_2468_2755.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2865,neutral,0.0028431324649055,1.1024001,11.135874
khanhha_original::Rissbilder_for_Florian_9S6A2865_402_376_2830_3345.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2865,neutral,-0.0092827087183924,1.1278958,11.136569
khanhha_original::Rissbilder_for_Florian_9S6A2865_415_206_2924_3039.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2865,neutral,0.0005669957451605,1.1578566,11.171108
khanhha_original::Rissbilder_for_Florian_9S6A2865_48_35_3665_3847.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2865,degraded,-0.0130502349561895,1.1234406,11.171286
khanhha_original::Rissbilder_for_Florian_9S6A2865_874_516_2613_2236.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2865,degraded,-0.0994630118832259,1.1188451,11.186504
khanhha_original::Rissbilder_for_Florian_9S6A2866_277_585_3310_3706.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2866,neutral,0.0005712927102323,1.9065865,11.433678
khanhha_original::Rissbilder_for_Florian_9S6A2866_643_1201_2050_2536.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2866,neutral,0.006274463520253,1.831692,11.543087
khanhha_original::Rissbilder_for_Florian_9S6A2867_114_180_3373_2642.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2867,neutral,0.0022815359498351,1.5464154,11.578039
khanhha_original::Rissbilder_for_Florian_9S6A2867_249_168_3377_3485.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2867,neutral,0.0026049185866074,1.5280284,11.493249
khanhha_original::Rissbilder_for_Florian_9S6A2867_26_155_3813_3142.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2867,neutral,-0.002706033406304,1.5214138,11.445486
khanhha_original::Rissbilder_for_Florian_9S6A2867_515_377_2926_3568.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2867,degraded,-0.0113167287489012,1.5255556,11.492439
khanhha_original::Rissbilder_for_Florian_9S6A2867_657_766_2790_3388.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2867,neutral,0.0044407535470968,1.5207227,11.530978
khanhha_original::Rissbilder_for_Florian_9S6A2868_169_34_3542_2947.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2868,neutral,0.0027748357231973,1.4569625,11.490791
khanhha_original::Rissbilder_for_Florian_9S6A2868_252_1319_2263_2294.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2868,neutral,-0.0016363811377662,1.4457945,11.50512
khanhha_original::Rissbilder_for_Florian_9S6A2868_257_950_3108_3346.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2868,neutral,0.0071012554009818,1.4765016,11.531122
khanhha_original::Rissbilder_for_Florian_9S6A2868_353_804_2737_3193.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2868,improved,0.0117279451732781,1.537723,11.546656
khanhha_original::Rissbilder_for_Florian_9S6A2868_867_2101_2821_2989.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2868,neutral,-0.0012258931126788,1.4528726,11.563655
khanhha_original::Rissbilder_for_Florian_9S6A2869_107_1230_3580_4395.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,neutral,0.0014521659571918,1.5122017,11.591567
khanhha_original::Rissbilder_for_Florian_9S6A2869_1234_372_2013_2272.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,neutral,0.0,2.0308208,12.131998
khanhha_original::Rissbilder_for_Florian_9S6A2869_171_1902_3454_3763.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,neutral,-0.0046905438927447,1.4387231,11.562122
khanhha_original::Rissbilder_for_Florian_9S6A2869_37_1430_3692_3865.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,degraded,-0.0164427056394975,1.4070367,11.546456
khanhha_original::Rissbilder_for_Florian_9S6A2869_6_538_3621_3662.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,degraded,-0.0167683310619619,1.4186836,11.540418
khanhha_original::Rissbilder_for_Florian_9S6A2869_855_1425_2447_2662.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,improved,0.0444464866914182,1.441001,11.576811
khanhha_original::Rissbilder_for_Florian_9S6A2869_878_3059_2683_2082.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2869,improved,0.1157012259341955,1.949322,12.042923
khanhha_original::Rissbilder_for_Florian_9S6A2870_121_518_3261_3345.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2870,neutral,0.0004375516056146,1.6065702,11.678651
khanhha_original::Rissbilder_for_Florian_9S6A2870_504_1261_2761_3438.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2870,neutral,0.0,1.8693513,11.872498
khanhha_original::Rissbilder_for_Florian_9S6A2873_0_0_5760_3840.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2873,neutral,0.0099237686338282,2.2902257,10.366089
khanhha_original::Rissbilder_for_Florian_9S6A2873_244_84_4072_3620.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2873,improved,0.0110110127574983,2.306878,10.294865
khanhha_original::Rissbilder_for_Florian_9S6A2873_904_515_2792_2550.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2873,neutral,0.0020797227036395,2.3289394,10.195061
khanhha_original::Rissbilder_for_Florian_9S6A2873_905_438_3442_2738.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2873,neutral,0.0013940379764224,2.3004227,10.2647295
khanhha_original::Rissbilder_for_Florian_9S6A2873_930_236_3379_3204.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2873,improved,0.0186666319073836,2.3200324,10.186691
khanhha_original::Rissbilder_for_Florian_9S6A2874_251_526_2458_2696.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2874,degraded,-0.0383846250639888,2.4138825,9.440288
khanhha_original::Rissbilder_for_Florian_9S6A2875_169_1864_3516_3562.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2875,neutral,-0.0034579574774485,2.2167954,10.398054
khanhha_original::Rissbilder_for_Florian_9S6A2875_228_47_2676_2777.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2875,neutral,-0.0092115832924498,2.2572443,10.2235365
khanhha_original::Rissbilder_for_Florian_9S6A2875_36_523_3631_3027.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2875,neutral,-0.0063436345372384,2.209387,10.294693
khanhha_original::Rissbilder_for_Florian_9S6A2875_97_864_3672_4225.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2875,neutral,0.0035707282329154,2.178687,10.359458
khanhha_original::Rissbilder_for_Florian_9S6A2876_169_722_2977_3880.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2876,degraded,-0.0115508506783215,2.0700536,10.255873
khanhha_original::Rissbilder_for_Florian_9S6A2876_79_1349_3734_3387.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2876,neutral,0.0042664856435895,2.1038904,10.239092
khanhha_original::Rissbilder_for_Florian_9S6A2876_800_744_2945_3705.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2876,degraded,-0.0220196808436532,2.1361005,10.269852
khanhha_original::Rissbilder_for_Florian_9S6A2877_304_1360_2589_2329.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2877,degraded,-0.01735997538066,1.7691085,9.995515
khanhha_original::Rissbilder_for_Florian_9S6A2877_417_140_3357_4443.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2877,neutral,-0.0037254677013804,1.7761786,10.135653
khanhha_original::Rissbilder_for_Florian_9S6A2877_472_1716_2206_2901.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2877,neutral,-0.0061868095560493,1.780178,10.106585
khanhha_original::Rissbilder_for_Florian_9S6A2878_186_801_3630_3688.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2878,neutral,-0.005665933327153,1.6162925,10.06037
khanhha_original::Rissbilder_for_Florian_9S6A2878_287_270_3223_3935.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2878,neutral,-0.0036950210809458,1.656839,10.077812
khanhha_original::Rissbilder_for_Florian_9S6A2878_29_861_3713_4568.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2878,neutral,0.0015750605474365,1.6127516,10.090029
khanhha_original::Rissbilder_for_Florian_9S6A2878_373_2066_2452_3245.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2878,neutral,-0.0062989515373506,1.6471583,9.978625
khanhha_original::Rissbilder_for_Florian_9S6A2878_67_878_2624_2752.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2878,neutral,-0.0005677150283657,1.6384666,10.054732
khanhha_original::Rissbilder_for_Florian_9S6A2878_861_28_2800_2885.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2878,neutral,-0.0023791596679612,1.6391106,10.008032
khanhha_original::Rissbilder_for_Florian_9S6A2879_0_0_5760_3840.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2879,neutral,-0.0001331341738829,2.1177907,10.198027
khanhha_original::Rissbilder_for_Florian_9S6A2879_1312_923_2418_2909.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2879,neutral,-0.005819534437245,2.2430425,10.193695
khanhha_original::Rissbilder_for_Florian_9S6A2879_1320_542_3826_3214.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2879,neutral,0.0056578575878425,2.1100032,10.137517
khanhha_original::Rissbilder_for_Florian_9S6A2880_1244_1022_2375_2527.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2880,neutral,-0.0084600473732862,2.1365597,10.432752
khanhha_original::Rissbilder_for_Florian_9S6A2880_131_2019_3358_3435.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2880,neutral,0.0003238707487814,2.1057513,10.419307
khanhha_original::Rissbilder_for_Florian_9S6A2880_1_709_3836_3003.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2880,neutral,0.0009451714086434,2.1047633,10.423754
khanhha_original::Rissbilder_for_Florian_9S6A2880_277_388_3305_4321.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2880,neutral,0.0016276952622151,2.0873325,10.484378
khanhha_original::Rissbilder_for_Florian_9S6A2881_0_0_3840_5760.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2881,neutral,0.0041606888794584,2.2820008,9.842496
khanhha_original::Rissbilder_for_Florian_9S6A2881_1046_39_2575_3270.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2881,neutral,0.0028232527805256,2.2942233,9.862724
khanhha_original::Rissbilder_for_Florian_9S6A2881_277_1792_3424_2971.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2881,improved,0.011900329900007,2.3013873,9.995017
khanhha_original::Rissbilder_for_Florian_9S6A2881_77_297_3144_3819.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2881,degraded,-0.043407941754725,2.3312144,9.780289
khanhha_original::Rissbilder_for_Florian_9S6A2882_346_490_2497_1975.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2882,neutral,-0.0071083956562426,2.0048738,10.524067
khanhha_original::Rissbilder_for_Florian_9S6A2882_458_1944_3282_2844.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2882,neutral,0.0050797493527531,2.3759513,10.325982
khanhha_original::Rissbilder_for_Florian_9S6A2883_0_0_3840_5760.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2883,neutral,0.0006900565676699,1.8549589,10.260456
khanhha_original::Rissbilder_for_Florian_9S6A2883_290_1780_2688_2984.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2883,neutral,-0.0092108572286166,2.2343068,10.286479
khanhha_original::Rissbilder_for_Florian_9S6A2884_103_1141_3407_4451.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2884,degraded,-0.011120985210244,2.300568,10.374494
khanhha_original::Rissbilder_for_Florian_9S6A2884_158_1281_3498_4054.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2884,neutral,0.0026911334984141,2.2917254,10.422821
khanhha_original::Rissbilder_for_Florian_9S6A2884_197_1323_3592_3665.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2884,neutral,0.0079582577132486,2.224677,10.443835
khanhha_original::Rissbilder_for_Florian_9S6A2884_19_1803_3537_2796.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2884,improved,0.0139756140719067,2.2746913,10.4187355
khanhha_original::Rissbilder_for_Florian_9S6A2885_167_1375_2073_2363.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2885,degraded,-0.0183695449023455,2.350788,10.354611
khanhha_original::Rissbilder_for_Florian_9S6A2885_67_973_3621_3313.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2885,neutral,0.0024775210012391,2.3720953,10.368724
khanhha_original::Rissbilder_for_Florian_9S6A2885_82_1409_2816_3479.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2885,neutral,-0.0009292454666821,2.2954214,10.361276
khanhha_original::Rissbilder_for_Florian_9S6A2886_106_479_3642_4594.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2886,improved,0.0155304409983943,2.0281487,10.589845
khanhha_original::Rissbilder_for_Florian_9S6A2886_110_1312_3454_3075.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2886,neutral,0.0029352203625392,2.021479,10.590691
khanhha_original::Rissbilder_for_Florian_9S6A2886_12_1171_3583_2973.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2886,neutral,0.0030253202659569,2.033012,10.589019
khanhha_original::Rissbilder_for_Florian_9S6A2886_273_2665_2929_2302.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2886,neutral,-0.0047971443032579,2.0914102,10.573459
khanhha_original::Rissbilder_for_Florian_9S6A2886_695_71_2627_3457.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2886,neutral,-0.0007670486149737,2.108248,10.562534
khanhha_original::Rissbilder_for_Florian_9S6A2886_984_32_2437_2598.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2886,degraded,-0.0341226397811255,2.1157434,10.708488
khanhha_original::Rissbilder_for_Florian_9S6A2887_452_483_3013_2564.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2887,improved,0.018257712982025,0.6241398,9.50604
khanhha_original::Rissbilder_for_Florian_9S6A2887_749_2501_3000_2991.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2887,neutral,-0.0019169905669097,0.43343797,9.452958
khanhha_original::Rissbilder_for_Florian_9S6A2888_133_918_3617_3712.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2888,neutral,-0.0004451679842158,1.9719394,10.5572195
khanhha_original::Rissbilder_for_Florian_9S6A2889_470_1014_3063_3785.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2889,neutral,-0.0066617406730637,0.8826833,10.313553
khanhha_original::Rissbilder_for_Florian_9S6A2889_671_2114_2686_3238.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2889,neutral,-0.0013048347163797,0.8518904,10.261009
khanhha_original::Rissbilder_for_Florian_9S6A2890_0_0_3840_5760.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2890,improved,0.0101235489184588,1.9267994,10.548071
khanhha_original::Rissbilder_for_Florian_9S6A2890_1213_1864_1830_2425.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2890,degraded,-0.021432936365151,1.7515193,10.719096
khanhha_original::Rissbilder_for_Florian_9S6A2892_103_890_2526_2526.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2892,neutral,0.0029981188734681,1.8325042,10.476668
khanhha_original::Rissbilder_for_Florian_9S6A2892_1086_390_3050_2813.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2892,degraded,-0.0106486059812773,1.8458463,10.423753
khanhha_original::Rissbilder_for_Florian_9S6A2892_1754_604_2639_2889.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2892,neutral,0.0030928272593769,1.8173486,10.4879875
khanhha_original::Rissbilder_for_Florian_9S6A2893_46_3035_3311_2720.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2893,neutral,0.0039355330746282,1.8853868,10.558028
khanhha_original::Rissbilder_for_Florian_9S6A2893_986_2947_2387_2036.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2893,improved,0.0410560344827586,0.90068084,9.725024
khanhha_original::Rissbilder_for_Florian_9S6A2894_2035_188_3164_3103.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2894,degraded,-0.0107272125438047,2.5334997,10.176596
khanhha_original::Rissbilder_for_Florian_9S6A2894_2274_588_3314_3190.jpg,khanhha_original,khanhha::Rissbilder_for_Florian_9S6A2894,neutral,0.0011430837068943,2.4831622,10.221845
